18000
1	40.774703	351.773153	13.164372	3.280282
2	120.053226	-284.680948	139.884099	9.729728
3	120.727746	-146.224582	-286.299795	7.557115
4	-48.126965	210.731129	115.129234	8.277841
5	-180.737496	173.924849	-202.164731	6.586993
6	137.455829	-160.996559	-134.825203	7.025086
7	255.586674	54.669804	-22.180449	2.098666
8	-144.178540	-239.982790	-134.420491	7.399182
9	-42.461002	-238.611267	-35.041287	9.068056
10	-205.042681	197.667935	-40.617315	2.484848
11	49.431036	325.039697	4.575490	5.682241
12	27.801445	-187.460207	18.065880	9.379254
13	-273.146665	-119.715966	99.727706	5.313364
14	161.288851	-195.779280	250.820070	5.504257
15	205.897072	59.346473	12.085141	4.881588
16	-81.448228	342.959432	24.676171	3.854060
17	-62.471746	-301.723807	-95.343329	3.801874
18	-91.813344	-141.727786	5.969497	3.795831
19	-186.425943	41.291834	-77.580983	3.744469
20	49.251164	21.078734	-308.648874	9.936003
21	122.976144	-160.771719	113.600323	9.651448
22	-156.567214	193.036234	253.653052	3.445082
23	-99.637770	-259.633791	-126.551097	1.114261
24	-119.243803	37.514525	271.370430	9.821467
25	-251.224782	-29.555195	-70.925724	5.106265
26	-211.068388	-168.416273	196.521252	7.108585
27	262.399321	-22.810001	-102.740559	3.442610
28	-169.630408	37.537009	-254.080248	3.467605
29	-50.802559	35.535935	67.620578	4.771447
30	-17.863524	-224.423874	-67.620578	1.056307
31	61.482451	-101.414004	-18.627980	9.603931
32	227.751504	138.175316	28.341060	6.579577
33	32.613017	-147.461201	271.055655	7.280251
34	-37.424589	-23.731844	38.413885	7.206915
35	121.582137	-56.176231	93.836902	1.469405
36	-179.410941	-286.029987	-51.162303	9.836024
37	-139.142128	-279.374728	-180.759980	2.022858
38	89.924689	179.883104	225.975269	4.833522
39	-256.238710	41.763998	-74.523161	1.634205
40	-250.662682	-145.482611	126.686001	1.863552
41	-169.675376	45.091627	-129.114271	9.493240
42	-83.291914	51.949242	176.015859	8.186651
43	-177.679674	-29.465259	-286.142407	8.982635
44	-85.630248	283.849041	17.278941	3.925199
45	-311.706695	75.579908	156.454794	5.318308
46	61.010287	326.905868	51.634466	7.000366
47	-30.611943	-126.820905	-155.308111	2.894101
48	-140.648554	-230.584486	-211.315712	7.519486
49	78.075630	-310.560012	-32.995245	3.455519
50	164.414124	281.780514	30.814298	6.142857
51	148.338076	-51.319691	-322.386587	7.147313
52	-88.778006	22.315353	221.568408	4.493484
53	80.863644	199.421685	270.875783	3.913114
54	-206.594076	65.034920	110.407598	2.253853
55	85.765152	327.130708	-74.320805	1.691061
56	-114.926878	260.937862	-183.413090	2.708151
57	184.604741	-263.793328	98.018923	1.047243
