30000
1	23.517083	20.162462	45.642877	1.000000
2	36.796646	-9.428489	0.958171	1.000000
3	29.033209	7.622469	32.130412	1.000000
4	6.466125	24.183104	-44.825673	1.000000
5	-30.937294	-21.760095	-10.707413	1.000000
6	-32.375573	48.678789	-30.369337	1.000000
7	-16.885474	-30.630843	15.949776	1.000000
8	2.363762	-18.495366	60.985879	1.000000
9	-6.196448	19.888698	55.563732	1.000000
10	-28.489769	21.331063	-2.384192	1.000000
11	54.162227	-21.535364	-25.858372	1.000000
12	4.574298	-2.376020	34.410410	1.000000
13	-33.286755	-26.487619	14.245906	1.000000
14	18.376871	17.187840	58.758999	1.000000
15	23.954287	-16.689345	-34.451271	1.000000
16	-32.963960	51.583949	-13.163111	1.000000
17	24.407835	-39.571053	-9.497952	1.000000
18	-36.727183	-30.001596	42.124815	1.000000
19	4.304621	-60.728460	5.988061	1.000000
20	4.737739	2.122687	-48.135349	1.000000
21	-57.124591	-0.496451	-20.509773	1.000000
22	-27.026974	47.265027	28.052565	1.000000
23	-52.679002	22.344396	-12.832143	1.000000
24	31.190627	-0.525053	45.769544	1.000000
25	5.268922	43.129975	14.613648	1.000000
26	17.547409	13.220315	39.877504	1.000000
27	63.012545	-13.506336	0.778387	1.000000
28	-31.492993	-2.069569	17.878377	1.000000
29	-25.253641	-1.419892	-55.518785	1.000000
30	14.266336	34.148905	-54.068249	1.000000
31	-43.979867	36.653635	14.536013	1.000000
32	36.833420	38.300301	25.498803	1.000000
33	7.385480	58.885665	2.294300	1.000000
34	-29.163962	56.671043	-12.100746	1.000000
35	-38.851913	5.800104	-8.558167	1.000000
36	16.542249	-15.586120	-22.593643	1.000000
37	16.954937	-18.748699	26.426329	1.000000
38	35.113206	-4.361825	-14.025261	1.000000
39	11.786122	-23.590632	23.700954	1.000000
40	11.745262	-1.493440	33.797508	1.000000
41	-8.635802	56.662871	10.744187	1.000000
42	11.022037	20.485257	-43.939007	1.000000
43	7.916662	41.577288	-27.394715	1.000000
44	11.324402	-28.518371	32.044605	1.000000
45	48.932123	-5.775588	37.568903	1.000000
46	-1.272795	-43.305674	7.025910	1.000000
47	-24.473212	-31.979229	-4.263761	1.000000
48	-14.164185	49.892337	-34.569765	1.000000
49	-29.110844	-16.395152	-10.356016	1.000000
50	-43.689760	-49.271262	1.464838	1.000000
51	-12.235584	30.822886	-53.778141	1.000000
52	-9.436661	37.466753	-42.218793	1.000000
53	7.405910	-9.085264	-49.953627	1.000000
54	-0.516881	-34.769980	-24.759233	1.000000
55	10.731929	53.295991	-16.051926	1.000000
56	10.503112	26.324178	37.201161	1.000000
57	11.246768	48.911692	-29.159876	1.000000
58	-30.066972	-33.732131	43.595781	1.000000
59	31.484821	-40.886751	-12.366337	1.000000
60	33.785249	-39.971482	7.275157	1.000000
61	7.855372	-17.931495	60.875557	1.000000
62	-2.576235	-37.474925	48.445886	1.000000
63	44.433415	-22.123751	16.840528	1.000000
64	-44.274061	-21.261601	34.974281	1.000000
65	-59.809106	-23.794933	1.963332	1.000000
66	43.375136	-11.103757	47.779865	1.000000
67	10.829994	23.619234	52.650400	1.000000
68	-47.902446	17.445259	-15.071282	1.000000
69	-16.203109	-52.466529	-32.240734	1.000000
